manufacturer,model,category,modes_json,weight_kg,dimensions_length_mm,dimensions_width_mm,dimensions_height_mm,brightness_value,brightness_unit,power_voltage_range,power_avg_w,power_max_w,power_avg_a,power_max_a,connectivity_data_in,connectivity_data_out,connectivity_power_in,connectivity_power_out,sources_json,notes
Generic,Generic LED Pixel Bar 012,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",6.8,1000,95,130,5500,lm,"100-240V AC, 50/60Hz",70.0,200,0.3,0.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 013,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.1,1000,95,130,5800,lm,"100-240V AC, 50/60Hz",73.5,210,0.32,0.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 014,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.4,1000,95,130,6100,lm,"100-240V AC, 50/60Hz",77.0,220,0.33,0.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 015,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.7,1000,95,130,6400,lm,"100-240V AC, 50/60Hz",63.0,180,0.27,0.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 016,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",6.8,1000,95,130,6700,lm,"100-240V AC, 50/60Hz",66.5,190,0.29,0.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 017,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.1,1000,95,130,7000,lm,"100-240V AC, 50/60Hz",70.0,200,0.3,0.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 018,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.4,1000,95,130,5500,lm,"100-240V AC, 50/60Hz",73.5,210,0.32,0.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 019,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",7.7,1000,95,130,5800,lm,"100-240V AC, 50/60Hz",77.0,220,0.33,0.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Pixel Bar 020,Pixel Bar,"[{""name"":""Basic"",""channels"":8},{""name"":""Segment"",""channels"":16},{""name"":""Extended"",""channels"":32},{""name"":""Pixel"",""channels"":64}]",6.8,1000,95,130,6100,lm,"100-240V AC, 50/60Hz",63.0,180,0.27,0.78,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 001,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.7,480,120,230,12300,lm,"100-240V AC, 50/60Hz",150.5,430,0.65,1.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 002,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.0,480,120,230,12600,lm,"100-240V AC, 50/60Hz",154.0,440,0.67,1.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 003,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.3,480,120,230,12900,lm,"100-240V AC, 50/60Hz",157.5,450,0.68,1.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 004,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.4,480,120,230,13200,lm,"100-240V AC, 50/60Hz",161.0,460,0.7,2.0,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 005,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.7,480,120,230,13500,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 006,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.0,480,120,230,12000,lm,"100-240V AC, 50/60Hz",150.5,430,0.65,1.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 007,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.3,480,120,230,12300,lm,"100-240V AC, 50/60Hz",154.0,440,0.67,1.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 008,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.4,480,120,230,12600,lm,"100-240V AC, 50/60Hz",157.5,450,0.68,1.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 009,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.7,480,120,230,12900,lm,"100-240V AC, 50/60Hz",161.0,460,0.7,2.0,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 010,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.0,480,120,230,13200,lm,"100-240V AC, 50/60Hz",147.0,420,0.64,1.83,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 011,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.3,480,120,230,13500,lm,"100-240V AC, 50/60Hz",150.5,430,0.65,1.87,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 012,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.4,480,120,230,12000,lm,"100-240V AC, 50/60Hz",154.0,440,0.67,1.91,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 013,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",7.7,480,120,230,12300,lm,"100-240V AC, 50/60Hz",157.5,450,0.68,1.96,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic LED Strobe 014,Strobe,"[{""name"":""Basic"",""channels"":2},{""name"":""Standard"",""channels"":6},{""name"":""Extended"",""channels"":10},{""name"":""Pixel"",""channels"":20}]",8.0,480,120,230,12600,lm,"100-240V AC, 50/60Hz",161.0,460,0.7,2.0,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 001,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,295000,cd,"100-240V AC, 50/60Hz",108.5,310,0.47,1.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 002,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,310000,cd,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 003,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,325000,cd,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 004,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,340000,cd,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 005,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,355000,cd,"100-240V AC, 50/60Hz",105.0,300,0.46,1.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 006,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,280000,cd,"100-240V AC, 50/60Hz",108.5,310,0.47,1.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 007,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,295000,cd,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 008,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,310000,cd,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 009,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,325000,cd,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 010,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,340000,cd,"100-240V AC, 50/60Hz",105.0,300,0.46,1.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 011,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,355000,cd,"100-240V AC, 50/60Hz",108.5,310,0.47,1.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 012,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,280000,cd,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 013,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,295000,cd,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 014,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,310000,cd,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 015,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,325000,cd,"100-240V AC, 50/60Hz",105.0,300,0.46,1.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 016,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,340000,cd,"100-240V AC, 50/60Hz",108.5,310,0.47,1.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 017,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,355000,cd,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 018,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,280000,cd,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 019,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,295000,cd,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 020,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,310000,cd,"100-240V AC, 50/60Hz",105.0,300,0.46,1.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 021,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,325000,cd,"100-240V AC, 50/60Hz",108.5,310,0.47,1.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 022,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,340000,cd,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 023,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,355000,cd,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 024,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,280000,cd,"100-240V AC, 50/60Hz",119.0,340,0.52,1.48,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 025,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.0,290,220,460,295000,cd,"100-240V AC, 50/60Hz",105.0,300,0.46,1.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 026,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.3,290,220,460,310000,cd,"100-240V AC, 50/60Hz",108.5,310,0.47,1.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 027,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",12.6,290,220,460,325000,cd,"100-240V AC, 50/60Hz",112.0,320,0.49,1.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Beam 028,Beam,"[{""name"":""Basic"",""channels"":14},{""name"":""Standard"",""channels"":16},{""name"":""Extended"",""channels"":20},{""name"":""Pro"",""channels"":24}]",11.7,290,220,460,340000,cd,"100-240V AC, 50/60Hz",115.5,330,0.5,1.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 001,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.9,355,265,560,18300,lm,"100-240V AC, 50/60Hz",185.5,530,0.81,2.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 002,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.2,355,265,560,18600,lm,"100-240V AC, 50/60Hz",189.0,540,0.82,2.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 003,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.5,355,265,560,18900,lm,"100-240V AC, 50/60Hz",192.5,550,0.84,2.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 004,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.6,355,265,560,19200,lm,"100-240V AC, 50/60Hz",196.0,560,0.85,2.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 005,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.9,355,265,560,19500,lm,"100-240V AC, 50/60Hz",182.0,520,0.79,2.26,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 006,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.2,355,265,560,18000,lm,"100-240V AC, 50/60Hz",185.5,530,0.81,2.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 007,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.5,355,265,560,18300,lm,"100-240V AC, 50/60Hz",189.0,540,0.82,2.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 008,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.6,355,265,560,18600,lm,"100-240V AC, 50/60Hz",192.5,550,0.84,2.39,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 009,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.9,355,265,560,18900,lm,"100-240V AC, 50/60Hz",196.0,560,0.85,2.43,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 010,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.2,355,265,560,19200,lm,"100-240V AC, 50/60Hz",182.0,520,0.79,2.26,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 011,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",20.5,355,265,560,19500,lm,"100-240V AC, 50/60Hz",185.5,530,0.81,2.3,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
Generic,Generic Moving Head Hybrid 012,Hybrid,"[{""name"":""Basic"",""channels"":20},{""name"":""Standard"",""channels"":24},{""name"":""Extended"",""channels"":32},{""name"":""Full"",""channels"":40}]",19.6,355,265,560,18000,lm,"100-240V AC, 50/60Hz",189.0,540,0.82,2.35,DMX 3-pin; DMX 5-pin; RDM,DMX 3-pin; DMX 5-pin,PowerCON,PowerCON,[],Generic OEM-style fixture with representative technical values.
